base,count,normalized,suggestedCode,suggestedPath,confidence,topScore,margin
"CR-153","1","CR-153","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-154","1","CR-154","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-155","1","CR-155","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-156","1","CR-156","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-157","1","CR-157","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-158","1","CR-158","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-159","1","CR-159","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-160","1","CR-160","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-161","1","CR-161","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-162","1","CR-162","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-163","1","CR-163","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-164","1","CR-164","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-165","1","CR-165","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-166","1","CR-166","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-167","1","CR-167","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-168","1","CR-168","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-169","1","CR-169","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-170","1","CR-170","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-171","1","CR-171","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-172","1","CR-172","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-173","1","CR-173","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-174","1","CR-174","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-175","1","CR-175","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-176","1","CR-176","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-177","1","CR-177","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-178","1","CR-178","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-179","1","CR-179","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-180","1","CR-180","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-181","1","CR-181","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-182","1","CR-182","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-183","1","CR-183","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-184","1","CR-184","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-185","1","CR-185","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-186","1","CR-186","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-187","1","CR-187","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-188","1","CR-188","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-189","1","CR-189","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-190","1","CR-190","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-191","1","CR-191","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-192","1","CR-192","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-193","1","CR-193","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-194","1","CR-194","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-195","1","CR-195","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-196","1","CR-196","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-197","1","CR-197","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-198","1","CR-198","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-199","1","CR-199","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-200","1","CR-200","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-202","1","CR-202","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-203","1","CR-203","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-204","1","CR-204","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-205","1","CR-205","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-206","1","CR-206","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-207","1","CR-207","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-208","1","CR-208","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-209","1","CR-209","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-210","1","CR-210","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-211","1","CR-211","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-212","1","CR-212","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-213","1","CR-213","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-214","1","CR-214","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-215","1","CR-215","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-216","1","CR-216","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-217","1","CR-217","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-218","1","CR-218","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-219","1","CR-219","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-220","1","CR-220","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-221","1","CR-221","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-222","1","CR-222","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-223","1","CR-223","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-224","1","CR-224","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-225","1","CR-225","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-226","1","CR-226","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-227","1","CR-227","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-228","1","CR-228","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-229","1","CR-229","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-230","1","CR-230","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-231","1","CR-231","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-232","1","CR-232","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-233","1","CR-233","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-234","1","CR-234","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-235","1","CR-235","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-236","1","CR-236","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-237","1","CR-237","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-238","1","CR-238","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-239","1","CR-239","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-240","1","CR-240","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-241","1","CR-241","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-242","1","CR-242","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-243","1","CR-243","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-244","1","CR-244","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-245","1","CR-245","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-246","1","CR-246","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-247","1","CR-247","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-248","1","CR-248","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-249","1","CR-249","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-250","1","CR-250","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-251","1","CR-251","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-252","1","CR-252","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-253","1","CR-253","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-254","1","CR-254","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-255","1","CR-255","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-256","1","CR-256","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-257","1","CR-257","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-258","1","CR-258","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-259","1","CR-259","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-260","1","CR-260","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-261","1","CR-261","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-262","1","CR-262","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-263","1","CR-263","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-264","1","CR-264","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-265","1","CR-265","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-266","1","CR-266","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-267","1","CR-267","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-268","1","CR-268","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-269","1","CR-269","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-270","1","CR-270","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-271","1","CR-271","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-272","1","CR-272","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-273","1","CR-273","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-274","1","CR-274","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-275","1","CR-275","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-276","1","CR-276","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-277","1","CR-277","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-278","1","CR-278","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-279","1","CR-279","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-280","1","CR-280","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-281","1","CR-281","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-282","1","CR-282","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-283","1","CR-283","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-284","1","CR-284","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-285","1","CR-285","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-286","1","CR-286","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-287","1","CR-287","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-288","1","CR-288","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-289","1","CR-289","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-290","1","CR-290","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-291","1","CR-291","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-293","1","CR-293","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-294","1","CR-294","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-295","1","CR-295","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-296","1","CR-296","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-297","1","CR-297","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-298","1","CR-298","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-299","1","CR-299","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-300","1","CR-300","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-302","1","CR-302","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-303","1","CR-303","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-304","1","CR-304","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-305","1","CR-305","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-306","1","CR-306","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-307","1","CR-307","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-308","1","CR-308","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-309","1","CR-309","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-310","1","CR-310","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-311","1","CR-311","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-312","1","CR-312","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-313","1","CR-313","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-314","1","CR-314","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-315","1","CR-315","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-316","1","CR-316","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-317","1","CR-317","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-318","1","CR-318","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-319","1","CR-319","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-320","1","CR-320","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-321","1","CR-321","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-322","1","CR-322","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-323","1","CR-323","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-324","1","CR-324","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-325","1","CR-325","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-326","1","CR-326","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-327","1","CR-327","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-328","1","CR-328","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-329","1","CR-329","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-330","1","CR-330","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-331","1","CR-331","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-332","1","CR-332","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-333","1","CR-333","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-334","1","CR-334","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-335","1","CR-335","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-336","1","CR-336","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-337","1","CR-337","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-338","1","CR-338","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-339","1","CR-339","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-340","1","CR-340","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-341","1","CR-341","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-342","1","CR-342","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-343","1","CR-343","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-344","1","CR-344","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-345","1","CR-345","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-346","1","CR-346","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-347","1","CR-347","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-348","1","CR-348","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-349","1","CR-349","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-350","1","CR-350","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-351","1","CR-351","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-352","1","CR-352","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-353","1","CR-353","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-354","1","CR-354","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-355","1","CR-355","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-356","1","CR-356","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-357","1","CR-357","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-358","1","CR-358","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-359","1","CR-359","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-360","1","CR-360","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-361","1","CR-361","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-362","1","CR-362","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-363","1","CR-363","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-364","1","CR-364","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-365","1","CR-365","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-366","1","CR-366","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-367","1","CR-367","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-368","1","CR-368","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-369","1","CR-369","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-370","1","CR-370","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-371","1","CR-371","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-372","1","CR-372","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-373","1","CR-373","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-374","1","CR-374","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-375","1","CR-375","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-376","1","CR-376","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-377","1","CR-377","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-378","1","CR-378","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-379","1","CR-379","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-380","1","CR-380","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-381","1","CR-381","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-383","1","CR-383","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-384","1","CR-384","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-385","1","CR-385","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-386","1","CR-386","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-387","1","CR-387","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-388","1","CR-388","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-389","1","CR-389","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-390","1","CR-390","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-391","1","CR-391","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-392","1","CR-392","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-393","1","CR-393","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-394","1","CR-394","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-395","1","CR-395","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-396","1","CR-396","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-397","1","CR-397","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-398","1","CR-398","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-399","1","CR-399","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-400","1","CR-400","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-401","1","CR-401","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-402","1","CR-402","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-403","1","CR-403","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-404","1","CR-404","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-405","1","CR-405","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-406","1","CR-406","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-407","1","CR-407","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-408","1","CR-408","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-409","1","CR-409","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-410","1","CR-410","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-411","1","CR-411","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-412","1","CR-412","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-413","1","CR-413","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-414","1","CR-414","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-415","1","CR-415","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-416","1","CR-416","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-417","1","CR-417","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-418","1","CR-418","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-419","1","CR-419","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-421","1","CR-421","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-423","1","CR-423","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-424","1","CR-424","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-425","1","CR-425","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-426","1","CR-426","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-427","1","CR-427","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-428","1","CR-428","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-429","1","CR-429","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-430","1","CR-430","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-431","1","CR-431","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-432","1","CR-432","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-433","1","CR-433","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-434","1","CR-434","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-435","1","CR-435","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-436","1","CR-436","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CR-437","1","CR-437","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
